FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2014/15,,S08000020,,,z,Surgery Grouping,d,Surgery Grouping,,446,e,79.5,e,162649,e,354.2712328767123,e,129309,e
2014/15,,S08000020,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,126,e,68.2,e,45809,e,85.6082191780822,e,31247,e
2014/15,,S08000022,,A1,,General Medicine,,Medical Grouping,,178,e,83.4,e,65109,e,148.6931506849315,e,54273,e
2014/15,,S08000022,,A2,,Cardiology,,Medical Grouping,,9,e,96.3,e,3375,e,8.904109589041095,e,3250,e
2014/15,,S08000022,,A7,,Dermatology,,Medical Grouping,,1,e,19,e,221,e,0.11506849315068493,e,42,e
2014/15,,S08000022,,A8,,Endocrinology & Diabetes,,Medical Grouping,,0,e,,z,0,e,0,e,0,e
2014/15,,S08000022,,A9,,Gastroenterology,,Medical Grouping,,9,e,100,e,3381,e,9.263013698630138,e,3381,e
2014/15,,S08000022,,AB,,Geriatric Medicine,,Medical Grouping,,63,e,93.6,e,23123,e,59.31780821917808,e,21651,e
2014/15,,S08000022,,AD,,Medical Oncology,,Medical Grouping,,0,e,,z,0,e,0,e,0,e
2014/15,,S08000022,,AF,,Paediatrics,,Paediatrics Grouping,,41,e,52.5,e,14942,e,21.484931506849314,e,7842,e
2014/15,,S08000022,,AG,,Renal Medicine,,Medical Grouping,,10,e,91.1,e,3593,e,8.964383561643835,e,3272,e
2014/15,,S08000022,,AH,,Neurology,,Medical Grouping,,0,e,100,e,72,e,0.19726027397260273,e,72,e
2014/15,,S08000022,,AM,,Palliative Medicine,,Medical Grouping,,3,e,66.3,e,1077,e,1.9561643835616438,e,714,e
2014/15,,S08000022,,AP,,Rehabilitation Medicine,,Medical Grouping,,29,e,77.1,e,10751,e,22.704109589041096,e,8287,e
2014/15,,S08000022,,AQ,,Respiratory Medicine,,Medical Grouping,,32,e,95.7,e,11580,e,30.375342465753423,e,11087,e
2014/15,,S08000022,,AR,,Rheumatology,,Medical Grouping,,10,e,72.1,e,3603,e,7.112328767123287,e,2596,e
2014/15,,S08000022,,C1,,General Surgery,,Surgery Grouping,,121,e,69.8,e,44021,e,84.147945205479445,e,30714,e
2014/15,,S08000022,,C2,,Accident & Emergency,,Emergency Grouping,,5,e,87.4,e,1687,e,4.041095890410959,e,1475,e
2014/15,,S08000022,,C3,,Anaesthetics,,Surgery Grouping,,3,e,43.4,e,924,e,1.0986301369863014,e,401,e
2014/15,,S08000022,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,7,e,90.1,e,2688,e,6.635616438356164,e,2422,e
2014/15,,S08000022,,C7,,Ophthalmology,,Surgery Grouping,,3,e,50.7,e,1139,e,1.5835616438356164,e,578,e
2014/15,,S08000022,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,55,e,80.8,e,20174,e,44.64657534246575,e,16296,e
2014/15,,S08000022,,C9,,Plastic Surgery,,Surgery Grouping,,0,e,100,e,19,e,0.052054794520547946,e,19,e
2014/15,,S08000022,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,e,100,e,10,e,0.0273972602739726,e,10,e
2014/15,,S08000022,,CB,,Urology,,Surgery Grouping,,9,e,85.2,e,3171,e,7.405479452054794,e,2703,e
2014/15,,S08000022,,D1,,Community Dental Practice,,Dental Grouping,,0,e,100,e,4,e,0.010958904109589041,e,4,e
2014/15,,S08000022,,D3,,Oral Surgery,,Dental Grouping,,0,e,100,e,1,e,0.0027397260273972603,e,1,e
2014/15,,S08000022,,E11,,GP Obstetrics,,Women and Newborn Grouping,,7,e,5.8,e,2500,e,0.39452054794520547,e,144,e
2014/15,,S08000022,,E12,,GP Other than Obstetrics,,Community Grouping,,234,e,78.9,e,85248,e,184.27945205479452,e,67262,e
2014/15,,S08000022,,F2,,Gynaecology,,Women and Newborn Grouping,,11,e,43.7,e,4087,e,4.895890410958904,e,1787,e
2014/15,,S08000022,,F3,,Obstetrics,,Women and Newborn Grouping,,36,e,58.8,e,13026,e,20.972602739726028,e,7655,e
2014/15,,S08000022,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,126,e,80.3,e,45937,e,101.01095890410959,e,36869,e
2014/15,,S08000022,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,0,e,100,e,44,e,0.12054794520547946,e,44,e
2014/15,,S08000022,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,68,e,85,e,24920,e,58.04657534246575,e,21187,e
2014/15,,S08000022,,G5,,Learning Disability,,Learning Disability Grouping,,7,e,96.6,e,2730,e,7.227397260273973,e,2638,e
2014/15,,S08000022,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,20,e,47.8,e,7481,e,9.789041095890411,e,3573,e
2014/15,,S08000022,,H1,,Clinical Radiology,,Medical Grouping,,0,e,,z,0,e,0,e,0,e
2014/15,,S08000022,,H2,,Clinical Oncology,,Medical Grouping,,10,e,83.2,e,3676,e,8.38082191780822,e,3059,e
2014/15,,S08000022,,J4,,Haematology,,Medical Grouping,,7,e,90.3,e,2530,e,6.257534246575342,e,2284,e
2014/15,,S08000022,,T2,,Midwifery,,Women and Newborn Grouping,,2,e,7.7,e,634,e,0.13424657534246576,e,49,e
2014/15,,S08000022,,XSU,,Unspecified,,Other Grouping,,16,e,0,e,5662,e,0,e,0,e
2014/15,,S08000022,,,z,All Acute Specialties,d,All Acute Specialties,d,560,e,81.8,e,204227,e,457.8109589041096,e,167101,e
2014/15,,S08000022,,,z,All Specialties,d,All Specialties,d,1132,e,76.9,e,413140,e,870.2493150684932,e,317641,e
2014/15,,S08000022,,,z,Community Grouping,d,Community Grouping,,234,e,78.9,e,85248,e,184.27945205479452,e,67262,e
2014/15,,S08000022,,,z,Dental Grouping,d,Dental Grouping,,0,e,100,e,5,e,0.0136986301369863,e,5,e
2014/15,,S08000022,,,z,Emergency Grouping,d,Emergency Grouping,,5,e,87.4,e,1687,e,4.041095890410959,e,1475,e
2014/15,,S08000022,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,7,e,96.6,e,2730,e,7.227397260273973,e,2638,e
2014/15,,S08000022,,,z,Medical Grouping,d,Medical Grouping,,362,e,86.3,e,132091,e,312.241095890411,e,113968,e
2014/15,,S08000022,,,z,Mental Health Grouping,d,Mental Health Grouping,,194,e,81.9,e,70901,e,159.17808219178082,e,58100,e
2014/15,,S08000022,,,z,Other Grouping,d,Other Grouping,,36,e,27.2,e,13143,e,9.789041095890411,e,3573,e
2014/15,,S08000022,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,41,e,52.5,e,14952,e,21.512328767123286,e,7852,e
2014/15,,S08000022,,,z,Surgery Grouping,d,Surgery Grouping,,198,e,73.7,e,72136,e,145.56986301369864,e,53133,e
2014/15,,S08000022,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,55,e,47.6,e,20247,e,26.397260273972602,e,9635,e
2014/15,,S08000024,,A1,,General Medicine,,Medical Grouping,,505,,94.1,,184154,,474.7041095890411,,173267,
2014/15,,S08000024,,A2,,Cardiology,,Medical Grouping,,52,,88.6,,19132,,46.43013698630137,,16947,
2014/15,,S08000024,,A6,,Infectious Diseases,,Medical Grouping,,29,,95.9,,10600,,27.86027397260274,,10169,
2014/15,,S08000024,,A7,,Dermatology,,Medical Grouping,,7,,99.9,,2703,,7.394520547945206,,2699,
2014/15,,S08000024,,A8,,Endocrinology & Diabetes,,Medical Grouping,,1,,100,,354,,0.9698630136986301,,354,
2014/15,,S08000024,,A9,,Gastroenterology,,Medical Grouping,,50,,96.8,,18386,,48.778082191780825,,17804,
2014/15,,S08000024,,AB,,Geriatric Medicine,,Medical Grouping,,534,,97.8,,194834,,521.9917808219178,,190527,
2014/15,,S08000024,,AD,,Medical Oncology,,Medical Grouping,,23,,96.4,,8452,,22.33150684931507,,8151,
2014/15,,S08000024,,AF,,Paediatrics,,Paediatrics Grouping,,96,,70.5,,35153,,67.94246575342466,,24799,
2014/15,,S08000024,,AG,,Renal Medicine,,Medical Grouping,,21,,83.8,,7518,,17.263013698630136,,6301,
2014/15,,S08000024,,AH,,Neurology,,Medical Grouping,,22,,78.1,,8155,,17.457534246575342,,6372,
2014/15,,S08000024,,AM,,Palliative Medicine,,Medical Grouping,,30,e,64.1,e,10994,e,19.301369863013697,e,7045,e
2014/15,,S08000024,,AP,,Rehabilitation Medicine,,Medical Grouping,,115,,89.2,,42102,,102.83835616438355,,37536,
2014/15,,S08000024,,AQ,,Respiratory Medicine,,Medical Grouping,,95,,94,,34551,,89.01369863013699,,32490,
2014/15,,S08000024,,AR,,Rheumatology,,Medical Grouping,,5,,94.5,,1659,,4.293150684931507,,1567,
2014/15,,S08000024,,C1,,General Surgery,,Surgery Grouping,,250,,87,,91322,,217.6876712328767,,79456,
2014/15,,S08000024,,C2,,Accident & Emergency,,Emergency Grouping,,10,,42.9,,3617,,4.249315068493151,,1551,
2014/15,,S08000024,,C3,,Anaesthetics,,Surgery Grouping,,54,,83.3,,19866,,45.320547945205476,,16542,
2014/15,,S08000024,,C4,,Cardiothoracic Surgery,,Surgery Grouping,,50,,89.6,,18300,,44.917808219178085,,16395,
2014/15,,S08000024,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,20,,69.4,,7334,,13.945205479452055,,5090,
2014/15,,S08000024,,C6,,Neurosurgery,,Surgery Grouping,,46,,90.8,,16826,,41.85753424657534,,15278,
2014/15,,S08000024,,C7,,Ophthalmology,,Surgery Grouping,,10,,60.8,,3820,,6.361643835616438,,2322,
2014/15,,S08000024,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,153,,90.7,,55918,,138.98356164383563,,50729,
2014/15,,S08000024,,C9,,Plastic Surgery,,Surgery Grouping,,33,,63.3,,11987,,20.78082191780822,,7585,
2014/15,,S08000024,,CA,,Paediatric Surgery,,Paediatrics Grouping,,12,,78,,4425,,9.452054794520548,,3450,
2014/15,,S08000024,,CB,,Urology,,Surgery Grouping,,50,,95.3,,18153,,47.4027397260274,,17302,
2014/15,,S08000024,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,3,,0.00821917808219178,,3,
2014/15,,S08000024,,D8,,Paediatric Dentistry,,Paediatrics Grouping,,0,,100,,15,,0.0410958904109589,,15,
2014/15,,S08000024,,E12,,GP Other than Obstetrics,,Community Grouping,,64,,92.5,,23503,,59.53972602739726,,21732,
2014/15,,S08000024,,F2,,Gynaecology,,Women and Newborn Grouping,,27,,74.9,,9701,,19.90958904109589,,7267,
2014/15,,S08000024,,F3,,Obstetrics,,Women and Newborn Grouping,,112,,69.1,,40914,,77.47397260273972,,28278,
2014/15,,S08000024,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,257,,91.3,,93966,,234.95068493150686,,85757,
2014/15,,S08000024,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,13,,89.7,,4895,,12.03013698630137,,4391,
2014/15,,S08000024,,G3,,Forensic Psychiatry,,Mental Health Grouping,,45,,88.5,,16425,,39.821917808219176,,14535,
2014/15,,S08000024,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,346,,91.9,,126235,,317.74520547945207,,115977,
2014/15,,S08000024,,G5,,Learning Disability,,Learning Disability Grouping,,80,,89.7,,29294,,71.97534246575343,,26271,
2014/15,,S08000024,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,277,,88.6,,101244,,245.68493150684932,,89675,
2014/15,,S08000024,,H1,,Clinical Radiology,,Medical Grouping,,0,,100,,10,,0.0273972602739726,,10,
2014/15,,S08000024,,H2,,Clinical Oncology,,Medical Grouping,,45,,87.1,,16463,,39.295890410958904,,14343,
2014/15,,S08000024,,J4,,Haematology,,Medical Grouping,,37,,88.7,,13396,,32.56986301369863,,11888,
2014/15,,S08000024,,T2,,Midwifery,,Women and Newborn Grouping,,8,,47.9,,2952,,3.8767123287671232,,1415,
2014/15,,S08000024,,XSU,,Unspecified,,Other Grouping,,21,,0,,7510,,0,,0,
2014/15,,S08000024,,,z,All Acute Specialties,d,All Acute Specialties,d,2238,,91.6,,816989,,2049.778082191781,,748169,
2014/15,,S08000024,,,z,All Specialties,d,All Specialties,d,3608,,89.1,,1316841,,3214.4794520547944,,1173285,
2014/15,,S08000024,,,z,Community Grouping,d,Community Grouping,,64,,92.5,,23503,,59.53972602739726,,21732,
2014/15,,S08000024,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,3,,0.00821917808219178,,3,
2014/15,,S08000024,,,z,Emergency Grouping,d,Emergency Grouping,,10,,42.9,,3617,,4.249315068493151,,1551,
2014/15,,S08000024,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,80,,89.7,,29294,,71.97534246575343,,26271,
2014/15,,S08000024,,,z,Medical Grouping,d,Medical Grouping,,1571,,93.7,,573463,,1472.5205479452054,,537470,
2014/15,,S08000024,,,z,Mental Health Grouping,d,Mental Health Grouping,,662,,91.4,,241521,,604.5479452054794,,220660,
2014/15,,S08000024,,,z,Other Grouping,d,Other Grouping,,298,,82.5,,108754,,245.68493150684932,,89675,
2014/15,,S08000024,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,108,,71.4,,39593,,77.43561643835616,,28264,
2014/15,,S08000024,,,z,Surgery Grouping,d,Surgery Grouping,,667,,86.5,,243526,,577.2575342465753,,210699,
2014/15,,S08000024,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,147,,69,,53567,,101.26027397260275,,36960,
2014/15,,S08000025,,A1,,General Medicine,,Medical Grouping,,28,,100,,10316,,28.254794520547946,,10313,
2014/15,,S08000025,,AD,,Medical Oncology,,Medical Grouping,,1,,100,,211,,0.5780821917808219,,211,
2014/15,,S08000025,,AG,,Renal Medicine,,Medical Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000025,,C1,,General Surgery,,Surgery Grouping,,15,,100,,5369,,14.70958904109589,,5369,
2014/15,,S08000025,,C3,,Anaesthetics,,Surgery Grouping,,0,,100,,17,,0.04657534246575343,,17,
2014/15,,S08000025,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,0,,100,,31,,0.08493150684931507,,31,
2014/15,,S08000025,,C7,,Ophthalmology,,Surgery Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000025,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,0,,100,,16,,0.043835616438356165,,16,
2014/15,,S08000025,,D1,,Community Dental Practice,,Dental Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000025,,D3,,Oral Surgery,,Dental Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000025,,E11,,GP Obstetrics,,Women and Newborn Grouping,,5,,27.6,,1763,,1.3342465753424657,,487,
2014/15,,S08000025,,E12,,GP Other than Obstetrics,,Community Grouping,,3,,48.6,,1024,,1.3643835616438356,,498,
2014/15,,S08000025,,F1,,Obstetrics & Gynaecology,,Obstetrics Grouping,,0,,100,,2,,0.005479452054794521,,2,
2014/15,,S08000025,,F2,,Gynaecology,,Women and Newborn Grouping,,0,,100,,136,,0.3726027397260274,,136,
2014/15,,S08000025,,F3,,Obstetrics,,Women and Newborn Grouping,,1,,82,,510,,1.1452054794520548,,418,
2014/15,,S08000025,,H2,,Clinical Oncology,,Medical Grouping,,0,,100,,5,,0.0136986301369863,,5,
2014/15,,S08000025,,J4,,Haematology,,Medical Grouping,,0,,100,,3,,0.00821917808219178,,3,
2014/15,,S08000025,,XSU,,Unspecified,,Other Grouping,,2,,0,,790,,0,,0,
2014/15,,S08000025,,,z,All Acute Specialties,d,All Acute Specialties,d,44,,100,,15968,,43.73972602739726,,15965,
2014/15,,S08000025,,,z,All Specialties,d,All Specialties,d,55,,86.7,,20193,,47.961643835616435,,17506,
2014/15,,S08000025,,,z,Community Grouping,d,Community Grouping,,3,,48.6,,1024,,1.3643835616438356,,498,
2014/15,,S08000025,,,z,Dental Grouping,d,Dental Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000025,,,z,Medical Grouping,d,Medical Grouping,,29,,100,,10535,,28.854794520547944,,10532,
2014/15,,S08000025,,,z,Obstetrics Grouping,d,Obstetrics Grouping,,0,,100,,2,,0.005479452054794521,,2,
2014/15,,S08000025,,,z,Other Grouping,d,Other Grouping,,2,,0,,790,,0,,0,
2014/15,,S08000025,,,z,Surgery Grouping,d,Surgery Grouping,,15,,100,,5433,,14.884931506849314,,5433,
2014/15,,S08000025,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,7,,43.2,,2409,,2.852054794520548,,1041,
2014/15,,S08000026,,A1,,General Medicine,,Medical Grouping,,30,,83.9,,10789,,24.797260273972604,,9051,
2014/15,,S08000026,,A2,,Cardiology,,Medical Grouping,,0,,100,,3,,0.00821917808219178,,3,
2014/15,,S08000026,,AP,,Rehabilitation Medicine,,Medical Grouping,,0,,89.4,,180,,0.4410958904109589,,161,
2014/15,,S08000026,,C1,,General Surgery,,Surgery Grouping,,23,,55.3,,8406,,12.73972602739726,,4650,
2014/15,,S08000026,,C3,,Anaesthetics,,Surgery Grouping,,0,,100,,5,,0.0136986301369863,,5,
2014/15,,S08000026,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,0,,100,,12,,0.03287671232876712,,12,
2014/15,,S08000026,,C7,,Ophthalmology,,Surgery Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000026,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,0,,100,,4,,0.010958904109589041,,4,
2014/15,,S08000026,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,100,,4,,0.010958904109589041,,4,
2014/15,,S08000026,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,2,,0.005479452054794521,,2,
2014/15,,S08000026,,E11,,GP Obstetrics,,Women and Newborn Grouping,,5,,25.4,,1687,,1.1726027397260275,,428,
2014/15,,S08000026,,E12,,GP Other than Obstetrics,,Community Grouping,,0,,100,,15,,0.0410958904109589,,15,
2014/15,,S08000026,,F3,,Obstetrics,,Women and Newborn Grouping,,0,,100,,124,,0.33972602739726027,,124,
2014/15,,S08000026,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,5,,0,,1759,,0,,0,
2014/15,,S08000026,,,z,All Acute Specialties,d,All Acute Specialties,d,53,,71.6,,19399,,38.04383561643836,,13886,
2014/15,,S08000026,,,z,All Specialties,d,All Specialties,d,63,,62.9,,22990,,39.61369863013699,,14459,
2014/15,,S08000026,,,z,Community Grouping,d,Community Grouping,,0,,100,,15,,0.0410958904109589,,15,
2014/15,,S08000026,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,2,,0.005479452054794521,,2,
2014/15,,S08000026,,,z,Medical Grouping,d,Medical Grouping,,30,,84,,10972,,25.246575342465754,,9215,
2014/15,,S08000026,,,z,Other Grouping,d,Other Grouping,,5,,0,,1759,,0,,0,
2014/15,,S08000026,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,0,,100,,4,,0.010958904109589041,,4,
2014/15,,S08000026,,,z,Surgery Grouping,d,Surgery Grouping,,23,,55.4,,8427,,12.797260273972602,,4671,
2014/15,,S08000026,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,5,,30.5,,1811,,1.5123287671232877,,552,
2014/15,,S08000028,,A1,,General Medicine,,Medical Grouping,,46,,79,,16885,,36.54520547945206,,13339,
2014/15,,S08000028,,AB,,Geriatric Medicine,,Medical Grouping,,2,,0,,564,,0,,0,
2014/15,,S08000028,,AD,,Medical Oncology,,Medical Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000028,,AF,,Paediatrics,,Paediatrics Grouping,,0,,100,,79,,0.21643835616438356,,79,
2014/15,,S08000028,,AQ,,Respiratory Medicine,,Medical Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000028,,AR,,Rheumatology,,Medical Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000028,,C1,,General Surgery,,Surgery Grouping,,10,,57.1,,3487,,5.4520547945205475,,1990,
2014/15,,S08000028,,C3,,Anaesthetics,,Surgery Grouping,,1,,0,,497,,0,,0,
2014/15,,S08000028,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,0,,100,,22,,0.06027397260273973,,22,
2014/15,,S08000028,,C7,,Ophthalmology,,Surgery Grouping,,0,,100,,7,,0.019178082191780823,,7,
2014/15,,S08000028,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,17,,91.7,,6151,,15.452054794520548,,5640,
2014/15,,S08000028,,CB,,Urology,,Surgery Grouping,,0,,100,,19,,0.052054794520547946,,19,
2014/15,,S08000028,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2014/15,,S08000028,,E12,,GP Other than Obstetrics,,Community Grouping,,31,,50.7,,11340,,15.747945205479452,,5748,
2014/15,,S08000028,,F2,,Gynaecology,,Women and Newborn Grouping,,2,,69.8,,577,,1.104109589041096,,403,
2014/15,,S08000028,,F3,,Obstetrics,,Women and Newborn Grouping,,6,,31.6,,2190,,1.893150684931507,,691,
2014/15,,S08000028,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,5,,83.6,,1814,,4.153424657534247,,1516,
2014/15,,S08000028,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,14,,98.6,,5143,,13.887671232876713,,5069,
2014/15,,S08000028,,T2,,Midwifery,,Women and Newborn Grouping,,2,,0,,712,,0,,0,
2014/15,,S08000028,,,z,All Acute Specialties,d,All Acute Specialties,d,76,,76.1,,27632,,57.58082191780822,,21017,
2014/15,,S08000028,,,z,All Specialties,d,All Specialties,d,136,,69.8,,49488,,94.58630136986301,,34524,
2014/15,,S08000028,,,z,Community Grouping,d,Community Grouping,,31,,50.7,,11340,,15.747945205479452,,5748,
2014/15,,S08000028,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2014/15,,S08000028,,,z,Medical Grouping,d,Medical Grouping,,48,,76.4,,17449,,36.54520547945206,,13339,
2014/15,,S08000028,,,z,Mental Health Grouping,d,Mental Health Grouping,,19,,94.7,,6957,,18.041095890410958,,6585,
2014/15,,S08000028,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,0,,100,,79,,0.21643835616438356,,79,
2014/15,,S08000028,,,z,Surgery Grouping,d,Surgery Grouping,,28,,75.4,,10183,,21.035616438356165,,7678,
2014/15,,S08000028,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,10,,31.4,,3479,,2.9972602739726026,,1094,
2014/15,,S08000029,,A1,,General Medicine,,Medical Grouping,,113,,91.5,,41153,,103.21369863013699,,37673,
2014/15,,S08000029,,A2,,Cardiology,,Medical Grouping,,46,,89.4,,16909,,41.4,,15111,
2014/15,,S08000029,,A6,,Infectious Diseases,,Medical Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2014/15,,S08000029,,A7,,Dermatology,,Medical Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000029,,A8,,Endocrinology & Diabetes,,Medical Grouping,,13,,97.7,,4589,,12.284931506849315,,4484,
2014/15,,S08000029,,A9,,Gastroenterology,,Medical Grouping,,27,,97.7,,9680,,25.898630136986302,,9453,
2014/15,,S08000029,,AB,,Geriatric Medicine,,Medical Grouping,,228,,95.1,,83197,,216.85753424657534,,79153,
2014/15,,S08000029,,AD,,Medical Oncology,,Medical Grouping,,1,,100,,216,,0.5917808219178082,,216,
2014/15,,S08000029,,AF,,Paediatrics,,Paediatrics Grouping,,45,,51.8,,16279,,23.09041095890411,,8428,
2014/15,,S08000029,,AG,,Renal Medicine,,Medical Grouping,,26,,97.1,,9439,,25.112328767123287,,9166,
2014/15,,S08000029,,AH,,Neurology,,Medical Grouping,,0,,100,,144,,0.39452054794520547,,144,
2014/15,,S08000029,,AM,,Palliative Medicine,,Medical Grouping,,21,,78.9,,7589,,16.4027397260274,,5987,
2014/15,,S08000029,,AP,,Rehabilitation Medicine,,Medical Grouping,,18,,72.6,,6570,,13.076712328767123,,4773,
2014/15,,S08000029,,AQ,,Respiratory Medicine,,Medical Grouping,,35,,97.9,,12629,,33.868493150684934,,12362,
2014/15,,S08000029,,AR,,Rheumatology,,Medical Grouping,,0,,,z,0,,0,,0,
2014/15,,S08000029,,C1,,General Surgery,,Surgery Grouping,,81,,88.7,,29413,,71.5041095890411,,26099,
2014/15,,S08000029,,C2,,Accident & Emergency,,Emergency Grouping,,3,,44.2,,944,,1.1424657534246576,,417,
2014/15,,S08000029,,C3,,Anaesthetics,,Surgery Grouping,,11,,57.2,,3859,,6.049315068493151,,2208,
2014/15,,S08000029,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,6,,49.3,,2316,,3.126027397260274,,1141,
2014/15,,S08000029,,C7,,Ophthalmology,,Surgery Grouping,,0,,100,,171,,0.4684931506849315,,171,
2014/15,,S08000029,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,63,,83,,22869,,52.03013698630137,,18991,
2014/15,,S08000029,,C9,,Plastic Surgery,,Surgery Grouping,,0,,100,,4,,0.010958904109589041,,4,
2014/15,,S08000029,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,100,,7,,0.019178082191780823,,7,
